Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),ZONE 1:Zone Mean Air Temperature [C](Hourly),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Total Heating Rate [W](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Electricity Rate [W](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),InteriorLights:Electricity [J](Hourly) 
 12/03  20:00:00,0.25,2.283333333,0,4.285658232,0.002772413,0,0,0,0,0,0
 12/03  21:00:00,-0.35,1.991666667,0,3.595060974,0.002667379,0,0,0,0,0,0
 12/03  22:00:00,-1.533333333,1.733333333,0,2.736548873,0.002587029,0,0,0,0,0,0
 12/03  23:00:00,-2.55,1.575,0,1.852690222,0.002376966,0,0,0,0,0,0
 12/03  24:00:00,-2.8,1.991666667,0,1.293723688,0.002501483,0,0,0,0,0,0
 12/04  01:00:00,-2.8,1.908333333,0,0.920200494,0.002577405,0,0,0,0,0,0
 12/04  02:00:00,-3.091666667,1.7,0,0.502600067,0.002375138,0,0,0,0,0,0
 12/04  03:00:00,-2.658333333,2.341666667,0,0.348280165,0.002405433,0,0,0,0,0,0
 12/04  04:00:00,-1.908333333,2.45,0,0.500102101,0.002535601,0,0,0,0,0,0
 12/04  05:00:00,-2.341666667,2.2,0,0.249644325,0.002522837,0,0,0,0,0,0
 12/04  06:00:00,-2.45,1.908333333,0,-0.006299177,0.002421756,0,0,0,0,0,0
 12/04  07:00:00,-1.908333333,1.525,0,0.111739506,0.002536528,0,0,0,0,0,0
 12/04  08:00:00,-1.35,1.866666667,0,19.53335414,0.002972941,8269.192722,8113.130321,0,28997600.63,29207269.16,3110400
 12/04  09:00:00,-0.808333333,1.733333333,0,20.00024171,0.003262136,5432.727094,5301.517343,0,18875793.91,19085462.43,3110400
 12/04  10:00:00,0.391666667,0.583333333,15.33333333,20.00033862,0.003468517,4303.403691,3880.058249,0,13763945.74,13968209.7,3110400
 12/04  11:00:00,1.741666667,0.991666667,108.1666667,20.0017686,0.003695074,3342.063392,2904.369152,0,10292412.37,10455728.95,3110400
 12/04  12:00:00,3.833333333,2.341666667,198.5833333,20.00002129,0.004076341,2385.310918,1976.373442,0,7005751.539,7114944.392,3110400
 12/04  13:00:00,5.641666667,2.8,97.91666667,20.00000173,0.004303924,1574.58586,939.7517294,0,3330884.862,3383106.226,3110400
 12/04  14:00:00,6.741666667,2.975,63,20.00000076,0.004179633,1051.529659,615.5063183,0,2182088.727,2215822.746,3110400
 12/04  15:00:00,7.2,2.575,8.416666667,20.00000048,0.004187197,852.1436179,493.7110638,0,1750472.139,1777359.83,3110400
 12/04  16:00:00,7.2,1.908333333,6.833333333,20.00000161,0.003716636,1791.819578,991.6783278,0,3516034.805,3570041.98,2073600
 12/04  17:00:00,6.558333333,2.516666667,0.5,20.00000208,0.00353085,2023.237645,1125.831041,0,3991162.199,4052991.748,2073600
 12/04  18:00:00,5.108333333,3.1,0,11.98703756,0.003299872,0,0,0,0,0,0
 12/04  19:00:00,4.4,2.925,0,9.581093694,0.003210448,0,0,0,0,0,0
 12/04  20:00:00,4.108333333,2.45,0,8.613981435,0.003164976,0,0,0,0,0,0
 12/04  21:00:00,3.258333333,2.55,0,7.657721782,0.003018705,0,0,0,0,0,0
 12/04  22:00:00,2.158333333,2.158333333,0,6.653873995,0.003074515,0,0,0,0,0,0
 12/04  23:00:00,1.7,2.516666667,0,5.889421001,0.003212652,0,0,0,0,0,0
 12/04  24:00:00,1.35,3.1,0,5.292187561,0.003287539,0,0,0,0,0,0
 12/05  01:00:00,0.108333333,2.925,0,4.405326563,0.003133679,0,0,0,0,0,0
 12/05  02:00:00,0.391666667,1.166666667,0,3.963134615,0.003004904,0,0,0,0,0,0
 12/05  03:00:00,1.1,0.991666667,0,3.998294516,0.003147292,0,0,0,0,0,0
 12/05  04:00:00,1.1,0.708333333,0,3.798773176,0.003157422,0,0,0,0,0,0
 12/05  05:00:00,0.808333333,0,0,3.517902658,0.003161599,0,0,0,0,0,0
 12/05  06:00:00,0.891666667,1.283333333,0,3.342996407,0.003163696,0,0,0,0,0,0
 12/05  07:00:00,1.1,1.908333333,0,3.317158658,0.003159503,0,0,0,0,0,0
 12/05  08:00:00,0.808333333,1.525,10.16666667,19.69322232,0.003509712,6499.97101,5916.788127,0,21096197.63,21300437.26,3110400
 12/05  09:00:00,1.241666667,1.575,52.75,20.00080607,0.003773663,4013.717551,3540.699487,0,12550531.14,12746518.15,3110400
 12/05  10:00:00,2.633333333,1.175,36.58333333,20.00111547,0.004025414,3016.582626,2612.899475,0,9259725.292,9406438.109,3110400
 12/05  11:00:00,3.941666667,1.15,3.5,20.00000781,0.00434856,2359.65036,2000.547501,0,7090862.109,7201971.005,3110400
 12/05  12:00:00,5.741666667,1.4,0,20.0000025,0.004799809,1757.045298,1106.149456,0,3920936.831,3982138.041,3110400
 12/05  13:00:00,6.7,1.575,0,20.00000107,0.005277171,1325.161135,765.2997767,0,2713133.76,2755079.196,3110400
 12/05  14:00:00,7.633333333,2.516666667,0,20.00000058,0.00534215,967.2563057,550.3624686,0,1951473.083,1981304.887,3110400
 12/05  15:00:00,8.941666667,2.925,2.833333333,20.00000019,0.005510994,582.7946097,320.3674942,0,1136253.138,1153322.979,3110400
 12/05  16:00:00,8.758333333,2.8,12.75,20.00000097,0.005270153,1473.685267,783.4046291,0,2778435.53,2820256.665,2073600
 12/05  17:00:00,8.008333333,2.45,0.944444444,20.00000132,0.005040411,1680.304243,903.4475018,0,3203715.88,3252411.006,2073600
 12/05  18:00:00,7.45,2.55,0,12.98011652,0.004617221,0,0,0,0,0,0
 12/05  19:00:00,6.266666667,2.8,0,10.70917716,0.004315545,0,0,0,0,0,0
 12/05  20:00:00,5.25,2.8,0,9.515826492,0.004233492,0,0,0,0,0,0
 12/05  21:00:00,5.35,2.975,0,8.922036305,0.004196807,0,0,0,0,0,0
 12/05  22:00:00,5.6,2.925,0,8.586862211,0.004359129,0,0,0,0,0,0
 12/05  23:00:00,5.25,1.166666667,0,8.106697597,0.004458583,0,0,0,0,0,0
 12/05  24:00:00,5,1.808333333,0,7.691562842,0.004534777,0,0,0,0,0,0
 12/06  01:00:00,5.35,2.925,0,7.593714877,0.004655029,0,0,0,0,0,0
 12/06  02:00:00,5.6,1.983333333,0,7.590655074,0.004648385,0,0,0,0,0,0
 12/06  03:00:00,5.6,2.216666667,0,7.465137646,0.004648028,0,0,0,0,0,0
 12/06  04:00:00,5.891666667,2.45,0,7.454945226,0.004580888,0,0,0,0,0,0
 12/06  05:00:00,7.091666667,1.908333333,0,7.866486307,0.00460374,0,0,0,0,0,0
 12/06  06:00:00,8.091666667,2.341666667,0,8.384110013,0.004741235,0,0,0,0,0,0
 12/06  07:00:00,8.3,2.8,0,8.536403,0.004726814,0,0,0,0,0,0
 12/06  08:00:00,7.658333333,2.8,4.833333333,19.93986924,0.004938101,3361.260578,1910.518911,0,6796435.774,6877868.08,3110400
 12/06  09:00:00,7.841666667,2.975,39.75,20.00000149,0.004753899,1828.823117,999.8892025,0,3545562.341,3599601.129,3110400
 12/06  10:00:00,9.641666667,3.858333333,88.08333333,20.00000038,0.005045184,860.2065289,458.078159,0,1624846.67,1649081.372,3110400
 12/06  11:00:00,10.6,4.925,53.33333333,20.00000005,0.005619381,303.1627332,158.8246732,0,563493.6751,571768.8235,3110400
 12/06  12:00:00,11.53333333,5.941666667,118.6666667,20.28672402,0.006422843,12.33103146,6.449223694,0,22882.35429,23217.2053,3110400
 12/06  13:00:00,11.90833333,7.391666667,62.66666667,20.9194332,0.007370251,0,0,0,0,0,3110400
 12/06  14:00:00,11.05833333,7.108333333,5.666666667,20.65283999,0.007595699,0,0,0,0,0,3110400
 12/06  15:00:00,9.258333333,6.05,0,20.04134133,0.00751443,174.4403837,97.78624168,0,346808.3882,352030.4701,3110400
 12/06  16:00:00,8.3,6.325,0,20.00000096,0.0071346,1389.093854,752.269898,0,2667780.416,2708171.633,2073600
 12/06  17:00:00,8.65,6.525,0,20.00000095,0.006959393,1423.95131,755.7929309,0,2680457.028,2720854.551,2073600
 12/06  18:00:00,8.55,6.4,0,13.67049583,0.00676434,0,0,0,0,0,0
 12/06  19:00:00,8.008333333,6.575,0,11.85365031,0.006592464,0,0,0,0,0,0
 12/06  20:00:00,7.8,6.7,0,11.15254229,0.006422004,0,0,0,0,0,0
 12/06  21:00:00,7.45,6.991666667,0,10.60153201,0.00633863,0,0,0,0,0,0
 12/06  22:00:00,6.558333333,5.566666667,0,9.858082092,0.005562575,0,0,0,0,0,0
 12/06  23:00:00,5.458333333,3.933333333,0,9.008234198,0.004565499,0,0,0,0,0,0
 12/06  24:00:00,5,5.408333333,0,8.377829283,0.004313858,0,0,0,0,0,0
 12/07  01:00:00,4.65,7.516666667,0,7.904193418,0.00389742,0,0,0,0,0,0
 12/07  02:00:00,3.758333333,8.1,0,7.243760893,0.003565612,0,0,0,0,0,0
 12/07  03:00:00,2.658333333,5.475,0,6.466310165,0.003425114,0,0,0,0,0,0
 12/07  04:00:00,2.2,4.066666667,0,5.884547268,0.003432021,0,0,0,0,0,0
 12/07  05:00:00,1.908333333,6.033333333,0,5.452056672,0.003286894,0,0,0,0,0,0
 12/07  06:00:00,1.35,6.733333333,0,4.932104441,0.003255593,0,0,0,0,0,0
 12/07  07:00:00,1.1,5.233333333,0,4.52259328,0.003315621,0,0,0,0,0,0
 12/07  08:00:00,1.1,4.925,0.166666667,19.72271524,0.003627836,5753.877734,5107.301548,0,18181012.43,18386285.57,3110400
 12/07  09:00:00,1.1,4.775,0.75,20.00165525,0.003707691,3655.467331,3234.930286,0,11463262.98,11645749.03,3110400
 12/07  10:00:00,1.1,6.558333333,0.083333333,20.00167743,0.003628029,3130.835812,2833.409763,0,10040732.3,10200275.15,3110400
 12/07  11:00:00,0.808333333,5.941666667,0,20.00073937,0.003874257,2888.917909,2841.005772,0,10064710.31,10227620.78,3110400
 12/07  12:00:00,0.6,6.208333333,0,20.00066786,0.004225155,2672.540019,2841.634035,0,10065098.67,10229882.52,3110400
 12/07  13:00:00,0.6,6.216666667,0,20.00001108,0.004255585,2486.412747,2668.474661,0,9452254.273,9606508.779,3110400
 12/07  14:00:00,-0.1,6.583333333,0,20.00065968,0.004123687,2569.970999,2851.741159,0,10100846.7,10266268.17,3110400
 12/07  15:00:00,-0.891666667,7.5,0,20.00235248,0.00385982,2714.768593,3051.733149,0,10809447.9,10986239.34,3110400
 12/07  16:00:00,-1.45,7.325,0,20.00031897,0.003240216,3855.488407,3994.722205,0,14171331.41,14380999.94,2073600
 12/07  17:00:00,-1.991666667,5.566666667,0,20.00006486,0.002893417,4167.922267,4350.935067,0,15453697.71,15663366.24,2073600
 12/07  18:00:00,-2.55,4.925,0,8.637869957,0.002696381,0,0,0,0,0,0
 12/07  19:00:00,-3.091666667,4.775,0,5.488607397,0.002348564,0,0,0,0,0,0
 12/07  20:00:00,-3.941666667,5.741666667,0,3.907397332,0.00177568,0,0,0,0,0,0
 12/07  21:00:00,-4.75,6.175,0,2.599683547,0.001583867,0,0,0,0,0,0
 12/07  22:00:00,-5.35,5.508333333,0,1.54591049,0.001597081,0,0,0,0,0,0
 12/07  23:00:00,-5.6,5.3,0,0.72036589,0.001615457,0,0,0,0,0,0
 12/07  24:00:00,-6.241666667,5.3,0,-0.095411642,0.001616561,0,0,0,0,0,0
 12/08  01:00:00,-6.7,6.408333333,0,-0.854186776,0.001481958,0,0,0,0,0,0
 12/08  02:00:00,-6.991666667,7.2,0,-1.425738761,0.001497213,0,0,0,0,0,0
 12/08  03:00:00,-7.2,7.2,0,-1.935599381,0.00147788,0,0,0,0,0,0
 12/08  04:00:00,-7.2,6.733333333,0,-2.292323677,0.001426143,0,0,0,0,0,0
 12/08  05:00:00,-7.2,6.4,0,-2.593930181,0.001414603,0,0,0,0,0,0
 12/08  06:00:00,-7.55,6.4,0,-2.976919792,0.001359093,0,0,0,0,0,0
 12/08  07:00:00,-8.091666667,6.4,0,-3.459434213,0.001370942,0,0,0,0,0,0
 12/08  08:00:00,-8.3,6.866666667,2.666666667,19.00622123,0.001686269,10541.14462,13661.05023,0,48970112.29,49179780.82,3110400
 12/08  09:00:00,-8.3,6.908333333,24.66666667,20.00168177,0.001888721,7490.727638,10843.79988,0,38828011.03,39037679.56,3110400
 12/08  10:00:00,-8.3,6.175,69.66666667,20.00152236,0.001945909,6450.733016,9796.968996,0,35059419.86,35269088.39,3110400
 12/08  11:00:00,-8.3,6.791666667,122.5,20.00149979,0.002022057,5841.789981,9196.557909,0,32897939.95,33107608.47,3110400
 12/08  12:00:00,-8.65,7.5,419.4166667,20.00171936,0.001975645,5462.030449,8883.991971,0,31772702.57,31982371.1,3110400
 12/08  13:00:00,-8.9,7.85,694.1666667,20.00170405,0.001843083,5125.704054,8572.172644,0,30650152.99,30859821.52,3110400
 12/08  14:00:00,-9.191666667,7.75,703.4166667,20.00162599,0.001747917,4666.018551,8142.984301,0,29105074.95,29314743.48,3110400
 12/08  15:00:00,-10.1,7.85,588.25,20.00169419,0.001628668,4436.084972,8021.465019,0,28667605.54,28877274.07,3110400
 12/08  16:00:00,-10.89166667,8.858333333,281.8333333,20.00137929,0.001256484,5600.695432,9210.842469,0,32949364.36,33159032.89,2073600
 12/08  17:00:00,-11.45,8.641666667,16.94444444,20.00063389,0.00108691,6318.927099,9922.754651,0,35512248.22,35721916.74,2073600
 12/08  18:00:00,-11.99166667,7.575,0,4.947414907,0.000891595,0,0,0,0,0,0
 12/08  19:00:00,-12.84166667,7.725,0,0.496165129,0.000655819,0,0,0,0,0,0
 12/08  20:00:00,-13.65,8.391666667,0,-1.770978334,0.000545994,0,0,0,0,0,0
 12/08  21:00:00,-14.54166667,8.775,0,-3.546684004,0.000554286,0,0,0,0,0,0
 12/08  22:00:00,-15.35,8.083333333,0,-5.060709764,0.000547487,0,0,0,0,0,0
 12/08  23:00:00,-15.6,7.033333333,0,-6.200114515,0.000535646,0,0,0,0,0,0
 12/08  24:00:00,-15.89166667,6.175,0,-7.159249741,0.000578899,0,0,0,0,0,0
 12/09  01:00:00,-16.45,5.508333333,0,-8.121456104,0.00056518,0,0,0,0,0,0
 12/09  02:00:00,-16.7,4.775,0,-8.917791421,0.000526945,0,0,0,0,0,0
 12/09  03:00:00,-16.7,3.933333333,0,-9.510534367,0.000539415,0,0,0,0,0,0
 12/09  04:00:00,-16.99166667,3.6,0,-10.11676344,0.000553504,0,0,0,0,0,0
 12/09  05:00:00,-17.2,4.066666667,0,-10.67678199,0.000573106,0,0,0,0,0,0
 12/09  06:00:00,-16.90833333,5.566666667,0,-10.9753983,0.000610723,0,0,0,0,0,0
 12/09  07:00:00,-16.7,6.4,0,-11.17504133,0.000655717,0,0,0,0,0,0
 12/09  08:00:00,-15.70833333,4.475,0,-11.04213055,0.00063952,0,0,0,0,0,0
 12/09  09:00:00,-13.36666667,5.491666667,1,-10.13001223,0.00073866,0,0,0,0,0,0
 12/09  10:00:00,-10.56666667,7.2,14.16666667,-8.617308427,0.000951883,0,0,0,0,0,0
 12/09  11:00:00,-7.475,7.725,44.83333333,-6.678596183,0.001195468,0,0,0,0,0,0
 12/09  12:00:00,-5.108333333,8.1,8.583333333,-4.922847815,0.001574687,0,0,0,0,0,0
 12/09  13:00:00,-4.108333333,9.033333333,0.416666667,-3.877326983,0.001706551,0,0,0,0,0,0
 12/09  14:00:00,-3.9,9.233333333,2.333333333,-3.305961071,0.001680626,0,0,0,0,0,0
 12/09  15:00:00,-3.9,10.00833333,35.83333333,-2.850297235,0.001572237,0,0,0,0,0,0
 12/09  16:00:00,-3.258333333,10.15833333,115.1666667,-2.05802244,0.00148207,0,0,0,0,0,0
 12/09  17:00:00,-3.091666667,10.05,8.444444444,-1.738211732,0.00154251,0,0,0,0,0,0
 12/09  18:00:00,-3.008333333,9.016666667,0,-1.717732551,0.001596432,0,0,0,0,0,0
 12/09  19:00:00,-2.8,9.85,0,-1.519353398,0.001587584,0,0,0,0,0,0
 12/09  20:00:00,-2.45,9.35,0,-1.280794138,0.001599411,0,0,0,0,0,0
 12/09  21:00:00,-2.55,7.75,0,-1.154105726,0.00167448,0,0,0,0,0,0
 12/09  22:00:00,-3.091666667,7.85,0,-1.313431869,0.002125992,0,0,0,0,0,0
 12/09  23:00:00,-3.65,8.566666667,0,-1.513517461,0.002516402,0,0,0,0,0,0
 12/09  24:00:00,-3.9,8.083333333,0,-1.63656411,0.002481157,0,0,0,0,0,0
 12/10  01:00:00,-3.55,8.316666667,0,-1.5027728,0.002404293,0,0,0,0,0,0
 12/10  02:00:00,-3.008333333,9.366666667,0,-1.218216758,0.002408321,0,0,0,0,0,0
 12/10  03:00:00,-2.8,8.766666667,0,-1.034230288,0.002414165,0,0,0,0,0,0
 12/10  04:00:00,-2.45,8.566666667,0,-0.833278033,0.00255427,0,0,0,0,0,0
 12/10  05:00:00,-2.2,9.366666667,0,-0.615614839,0.002776367,0,0,0,0,0,0
 12/10  06:00:00,-2.2,8.766666667,0,-0.537327556,0.00278377,0,0,0,0,0,0
 12/10  07:00:00,-5.116666667,8.566666667,0,-1.562268452,0.002274171,0,0,0,0,0,0
 12/10  08:00:00,-9.183333333,8.433333333,33,-3.478094767,0.001420416,0,0,0,0,0,0
 12/10  09:00:00,-11.88333333,9.85,258,-4.486401158,0.001072029,0,0,0,0,0,0
 12/10  10:00:00,-12.8,9.816666667,638.0833333,-4.470332023,0.000885844,0,0,0,0,0,0
 12/10  11:00:00,-12.8,7.908333333,777.8333333,-4.269655063,0.000815561,0,0,0,0,0,0
 12/10  12:00:00,-12.8,8.191666667,852.4166667,-4.40526855,0.000777262,0,0,0,0,0,0
 12/10  13:00:00,-12.8,7.908333333,842.6666667,-4.422240543,0.000668766,0,0,0,0,0,0
 12/10  14:00:00,-12.8,6.091666667,751.4166667,-3.958092716,0.000654955,0,0,0,0,0,0
 12/10  15:00:00,-12.45,6.408333333,600.1666667,-3.260346802,0.000615394,0,0,0,0,0,0
 12/10  16:00:00,-12.55,6.091666667,317.0833333,-3.200336777,0.000530011,0,0,0,0,0,0
 12/10  17:00:00,-13.44166667,4.775,19.55555556,-4.514513657,0.000592492,0,0,0,0,0,0
 12/10  18:00:00,-14.54166667,4.108333333,0,-6.052928344,0.000700366,0,0,0,0,0,0
 12/10  19:00:00,-15,4.716666667,0,-7.143540149,0.000742654,0,0,0,0,0,0
 12/10  20:00:00,-15,5.3,0,-7.840779982,0.000775455,0,0,0,0,0,0
 12/10  21:00:00,-15.35,4.775,0,-8.511410244,0.000805916,0,0,0,0,0,0
 12/10  22:00:00,-15.89166667,4.4,0,-9.219605092,0.000740628,0,0,0,0,0,0
 12/10  23:00:00,-16.45,3.933333333,0,-9.897543992,0.000674917,0,0,0,0,0,0
 12/10  24:00:00,-16.7,3.6,0,-10.4490991,0.000682727,0,0,0,0,0,0
 12/11  01:00:00,-16.7,3.308333333,0,-10.83013443,0.000689575,0,0,0,0,0,0
 12/11  02:00:00,-16.99166667,2.925,0,-11.25834238,0.000620403,0,0,0,0,0,0
 12/11  03:00:00,-17.55,1.633333333,0,-11.79249195,0.000556406,0,0,0,0,0,0
 12/11  04:00:00,-18.73333333,1.616666667,0,-12.56118264,0.000536916,0,0,0,0,0,0
 12/11  05:00:00,-19.4,2.55,0,-13.25796368,0.000479974,0,0,0,0,0,0
 12/11  06:00:00,-20.1,2.45,0,-13.85441737,0.000445522,0,0,0,0,0,0
 12/11  07:00:00,-20.89166667,1.733333333,0,-14.54954364,0.000405623,0,0,0,0,0,0
 12/11  08:00:00,-20.80833333,2.216666667,96.16666667,13.25099633,0.000607648,14831.56814,18626.34772,0,66845183.27,67054851.8,3110400
 12/11  09:00:00,-19.25833333,2.975,549.4166667,19.74790583,0.00091709,12698.92666,17202.8332,0,61720530.99,61930199.51,3110400
 12/11  10:00:00,-17.36666667,2.925,704.9166667,20.00190597,0.001074337,9906.683742,14262.75321,0,51136243.05,51345911.57,3110400
 12/11  11:00:00,-16.05833333,3.733333333,777.5833333,20.00198701,0.00114407,8556.471711,12778.75742,0,45793858.19,46003526.72,3110400
 12/11  12:00:00,-14.9,3.466666667,758.25,20.00190713,0.001168006,7715.102357,11808.14218,0,42299643.33,42509311.86,3110400
 12/11  13:00:00,-14.4,3.733333333,730.8333333,20.00179347,0.001205474,7029.827078,11064.99973,0,39624330.49,39833999.01,3110400
 12/11  14:00:00,-14.10833333,3.466666667,584.4166667,20.00176521,0.001235216,6384.466884,10391.49911,0,37199728.27,37409396.8,3110400
 12/11  15:00:00,-13.9,1.633333333,304,20.0016842,0.001261278,6045.862015,10024.67681,0,35879168,36088836.52,3110400
 12/11  16:00:00,-14.19166667,0.8,58,20.0013571,0.0010395,7262.768152,11227.37219,0,40208871.35,40418539.88,2073600
 12/11  17:00:00,-14.4,1.15,2.277777778,20.00075816,0.000887267,7696.228631,11637.06533,0,41683766.64,41893435.17,2073600
 12/11  18:00:00,-14.75,1.575,0,3.181109968,0.000724512,0,0,0,0,0,0
 12/11  19:00:00,-15.35,2.341666667,0,-1.523536707,0.000676001,0,0,0,0,0,0
 12/11  20:00:00,-15.6,1.166666667,0,-3.582899771,0.000675475,0,0,0,0,0,0
 12/11  21:00:00,-15.89166667,1.283333333,0,-5.050573623,0.000674714,0,0,0,0,0,0
 12/11  22:00:00,-16.74166667,3.191666667,0,-6.451821485,0.0006446,0,0,0,0,0,0
 12/11  23:00:00,-17.2,3.725,0,-7.618067307,0.000617686,0,0,0,0,0,0
 12/11  24:00:00,-17.55,4.416666667,0,-8.561849203,0.000614098,0,0,0,0,0,0
 12/12  01:00:00,-17.45,5.816666667,0,-9.285777199,0.00060222,0,0,0,0,0,0
 12/12  02:00:00,-17.2,5.583333333,0,-9.765928694,0.000639553,0,0,0,0,0,0
 12/12  03:00:00,-16.90833333,5.991666667,0,-10.15546728,0.000653467,0,0,0,0,0,0
 12/12  04:00:00,-16.7,6.7,0,-10.44970873,0.000659052,0,0,0,0,0,0
 12/12  05:00:00,-16.99166667,6.175,0,-10.87843266,0.000625887,0,0,0,0,0,0
 12/12  06:00:00,-17.55,6.325,0,-11.41805978,0.000593233,0,0,0,0,0,0
 12/12  07:00:00,-17.8,6.7,0,-11.85835197,0.000577072,0,0,0,0,0,0
 12/12  08:00:00,-18.09166667,5.358333333,0,16.00985623,0.000836355,14767.15354,18585.68382,0,66698793.22,66908461.75,3110400
 12/12  09:00:00,-18.00833333,4.925,6,20.00032099,0.001093292,12058.78757,16489.68607,0,59153201.31,59362869.84,3110400
 12/12  10:00:00,-17.15833333,6.408333333,45,20.0022665,0.001132116,10271.80286,14621.51265,0,52427777.02,52637445.55,3110400
 12/12  11:00:00,-16.99166667,7.725,117.6666667,20.0022386,0.001127624,9317.004223,13653.98463,0,48944676.15,49154344.67,3110400
 12/12  12:00:00,-16.90833333,7.108333333,188.6666667,20.00216142,0.001108606,8720.668156,13046.39353,0,46757348.17,46967016.7,3110400
 12/12  13:00:00,-16.35,6.866666667,155.75,20.00202111,0.0011148,8147.414312,12405.45356,0,44449964.29,44659632.82,3110400
 12/12  14:00:00,-15.80833333,6.908333333,81.5,20.00203353,0.001115267,7664.908001,11869.92828,0,42522073.27,42731741.8,3110400
 12/12  15:00:00,-15.6,6.525,67.08333333,20.00203401,0.001076426,7417.860125,11600.64982,0,41552670.84,41762339.37,3110400
 12/12  16:00:00,-15.25,7.858333333,24.33333333,20.00144087,0.00082036,8368.907221,12446.96308,0,44599398.55,44809067.08,2073600
 12/12  17:00:00,-15,9.366666667,1.333333333,20.00065493,0.000727195,8516.460574,12513.03121,0,44837243.81,45046912.34,2073600
 12/12  18:00:00,-15,9.058333333,0,2.344205452,0.000602417,0,0,0,0,0,0
 12/12  19:00:00,-15,9.241666667,0,-2.253681713,0.000596217,0,0,0,0,0,0
 12/12  20:00:00,-15.35,8.766666667,0,-4.220223296,0.000630222,0,0,0,0,0,0
 12/12  21:00:00,-15.89166667,9.675,0,-5.723114138,0.00057603,0,0,0,0,0,0
 12/12  22:00:00,-16.45,10.15833333,0,-6.963331404,0.00056172,0,0,0,0,0,0
 12/12  23:00:00,-16.7,7.425,0,-7.942296914,0.000533661,0,0,0,0,0,0
 12/12  24:00:00,-17.34166667,6.791666667,0,-8.89059239,0.000497668,0,0,0,0,0,0
 12/13  01:00:00,-17.8,8.783333333,0,-9.777552342,0.000497342,0,0,0,0,0,0
 12/13  02:00:00,-18.09166667,10.05,0,-10.47020902,0.000532277,0,0,0,0,0,0
 12/13  03:00:00,-18.3,10.3,0,-11.08645947,0.000520407,0,0,0,0,0,0
 12/13  04:00:00,-18.3,10.3,0,-11.53463931,0.000508282,0,0,0,0,0,0
 12/13  05:00:00,-18.65,10.3,0,-12.03729243,0.000480359,0,0,0,0,0,0
 12/13  06:00:00,-19.19166667,9.483333333,0,-12.61884833,0.000455264,0,0,0,0,0,0
 12/13  07:00:00,-19.75,10.00833333,0,-13.19347043,0.000439614,0,0,0,0,0,0
 12/13  08:00:00,-20,10.8,67,14.49702415,0.000649726,14770.49064,18626.34772,0,66845183.27,67054851.8,3110400
 12/13  09:00:00,-19.35833333,9.225,417.5,19.93660003,0.000906811,12314.80782,16869.22749,0,60519550.44,60729218.97,3110400
 12/13  10:00:00,-18.25833333,8.566666667,687,20.0021659,0.000985402,9886.45901,14356.48959,0,51473693.98,51683362.51,3110400
 12/13  11:00:00,-16.80833333,8.433333333,792.5833333,20.00208069,0.001003726,8615.145591,12923.44584,0,46314736.5,46524405.03,3110400
 12/13  12:00:00,-15.10833333,7.575,851,20.00193433,0.001030851,7751.944593,11868.48146,0,42516864.73,42726533.26,3110400
 12/13  13:00:00,-14.10833333,8.191666667,843.1666667,20.00182404,0.001060485,7048.691285,11052.36073,0,39578830.11,39788498.63,3110400
 12/13  14:00:00,-13.55,8.433333333,765.5,20.00170746,0.001100229,6327.650652,10266.34482,0,36749172.81,36958841.34,3110400
 12/13  15:00:00,-13.3,7.283333333,602.75,20.00172077,0.001124631,5782.371985,9701.70135,0,34716456.33,34926124.86,3110400
 12/13  16:00:00,-13.3,6.525,305.5,20.00131485,0.000870659,6739.296874,10600.41696,0,37951832.54,38161501.06,2073600
 12/13  17:00:00,-13.94166667,5.758333333,18.66666667,20.00066611,0.000755291,7393.193619,11275.35191,0,40381598.34,40591266.86,2073600
 12/13  18:00:00,-14.10833333,4.775,0,3.54633707,0.000621503,0,0,0,0,0,0
 12/13  19:00:00,-13.9,5.566666667,0,-0.828183615,0.000589828,0,0,0,0,0,0
 12/13  20:00:00,-13.55,5.233333333,0,-2.586873678,0.000614661,0,0,0,0,0,0
 12/13  21:00:00,-13.94166667,2.825,0,-3.937845618,0.000625048,0,0,0,0,0,0
 12/13  22:00:00,-13.75833333,1.7,0,-4.933267906,0.000638398,0,0,0,0,0,0
 12/13  23:00:00,-13.3,1.7,0,-5.509990585,0.000692121,0,0,0,0,0,0
 12/13  24:00:00,-13.3,2.341666667,0,-6.140821777,0.000727591,0,0,0,0,0,0
 12/14  01:00:00,-13.00833333,2.975,0,-6.57394522,0.000789255,0,0,0,0,0,0
 12/14  02:00:00,-12.15833333,2.575,0,-6.658821659,0.00093103,0,0,0,0,0,0
 12/14  03:00:00,-11.7,2.2,0,-6.712725349,0.001126261,0,0,0,0,0,0
 12/14  04:00:00,-11.7,2.2,0,-6.933098025,0.001210293,0,0,0,0,0,0
 12/14  05:00:00,-11.7,1.908333333,0,-7.132472697,0.001216413,0,0,0,0,0,0
