Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),ZONE 1:Zone Mean Air Temperature [C](Hourly),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Total Heating Rate [W](Hourly),ZONE 1 PTHP:Zone Packaged Terminal Heat Pump Electricity Rate [W](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),InteriorLights:Electricity [J](Hourly) 
 03/22  09:00:00,1.741666667,2.391666667,30.58333333,20.00107473,0.003767996,3263.36381,2859.546661,0,10133490.48,10294367.98,3110400
 03/22  10:00:00,2.2,3.858333333,13.25,20.00001108,0.003837109,2379.951455,2120.734206,0,7516462.804,7634643.141,3110400
 03/22  11:00:00,2.2,5.216666667,10.5,20.00000651,0.003761242,1940.604657,1750.265618,0,6203870.481,6300956.224,3110400
 03/22  12:00:00,2.2,5.8,7.916666667,20.00000549,0.003697834,1663.027251,1511.761196,0,5358650.33,5442340.305,3110400
 03/22  13:00:00,2.2,5.508333333,26.66666667,20.00000429,0.003615933,1397.224667,1270.455197,0,4503668.454,4573638.708,3110400
 03/22  14:00:00,2.841666667,4.775,119.4166667,20.00000225,0.003504521,978.4889484,857.0253628,0,3038647.738,3085291.306,3110400
 03/22  15:00:00,3.65,4.75,207,20.00000078,0.003441275,584.3206522,486.3048438,0,1724664.403,1750697.438,3110400
 03/22  16:00:00,3.9,5.991666667,554.6666667,20.00000184,0.002706397,1108.820022,861.5099394,0,3055647.921,3101435.782,2073600
 03/22  17:00:00,3.9,6.7,607.5833333,20.00000094,0.002303295,783.8249868,609.6033921,0,2162172.777,2194572.211,2073600
 03/22  18:00:00,2.908333333,5.883333333,357.6666667,15.38560065,0.001985781,0,0,0,0,0,0
 03/22  19:00:00,1.558333333,6.116666667,22.44444444,12.25436403,0.001718338,0,0,0,0,0,0
 03/22  20:00:00,0.458333333,7.166666667,0,9.968042074,0.001573808,0,0,0,0,0,0
 03/22  21:00:00,-0.641666667,7.5,0,8.171144328,0.001466262,0,0,0,0,0,0
 03/22  22:00:00,-1.45,6.508333333,0,6.705724148,0.001360167,0,0,0,0,0,0
 03/22  23:00:00,-1.991666667,5.8,0,5.508706088,0.001319138,0,0,0,0,0,0
 03/22  24:00:00,-2.841666667,4.691666667,0,4.34216983,0.001298565,0,0,0,0,0,0
 03/23  01:00:00,-3.65,5.533333333,0,3.222074528,0.001260482,0,0,0,0,0,0
 03/23  02:00:00,-4.191666667,6.525,0,2.279265331,0.00123303,0,0,0,0,0,0
 03/23  03:00:00,-4.75,4.766666667,0,1.413575797,0.001179133,0,0,0,0,0,0
 03/23  04:00:00,-5.35,3.133333333,0,0.579023574,0.001120178,0,0,0,0,0,0
 03/23  05:00:00,-5.891666667,3.733333333,0,-0.201098529,0.00110126,0,0,0,0,0,0
 03/23  06:00:00,-6.45,3.641666667,0,-0.937392239,0.001152177,0,0,0,0,0,0
 03/23  07:00:00,-6.35,3.566666667,255.0833333,-0.630037972,0.001167983,0,0,0,0,0,0
 03/23  08:00:00,-5.808333333,4.541666667,597.4166667,19.49229968,0.001460133,7991.794921,8648.762639,0,30925876.97,31135545.5,3110400
 03/23  09:00:00,-4.9,4.183333333,755.8333333,20.00025056,0.001635637,4401.453411,4922.838068,0,17512548.52,17722217.04,3110400
 03/23  10:00:00,-3.758333333,3.308333333,880.6666667,20.00093354,0.001670475,3090.199677,3342.442301,0,11844368,12032792.28,3110400
 03/23  11:00:00,-2.366666667,3.1,957.3333333,20.00006662,0.001754066,2352.794816,2444.036237,0,8661501.139,8798530.454,3110400
 03/23  12:00:00,-1.35,1.758333333,922,20.00000874,0.001818001,1921.572875,1920.503263,0,6807024.175,6913811.748,3110400
 03/23  13:00:00,-0.458333333,1.325,957.5,20.00000637,0.001890939,1533.454977,1488.254417,0,5275539.657,5357715.9,3110400
 03/23  14:00:00,0.35,1.7,931.9166667,20.00000332,0.001921416,1035.186648,988.084666,0,3502909.75,3557104.797,3110400
 03/23  15:00:00,1.533333333,1.175,851.5833333,20.02296326,0.002018172,280.7835325,263.6261436,0,934694.3425,949054.1168,3110400
 03/23  16:00:00,1.908333333,1.325,775.75,20.00162796,0.001661529,569.6159156,501.6643525,0,1778847.614,1805991.669,2073600
 03/23  17:00:00,1.7,1.7,655.5833333,20.00000041,0.001532121,414.846431,367.6565391,0,1303632.027,1323563.541,2073600
 03/23  18:00:00,1.058333333,1.7,371.3333333,16.01797958,0.001447173,0,0,0,0,0,0
 03/23  19:00:00,-0.1,1.991666667,23.22222222,12.85492061,0.001404644,0,0,0,0,0,0
 03/23  20:00:00,-1.241666667,1.908333333,0,10.34309359,0.001377447,0,0,0,0,0,0
 03/23  21:00:00,-2.341666667,1.991666667,0,8.345411628,0.001470098,0,0,0,0,0,0
 03/23  22:00:00,-3.091666667,2.55,0,6.706245956,0.001518597,0,0,0,0,0,0
 03/23  23:00:00,-3.65,2.45,0,5.353091646,0.001553047,0,0,0,0,0,0
 03/23  24:00:00,-3.9,2.2,0,4.238865445,0.001635598,0,0,0,0,0,0
 03/24  01:00:00,-3.9,1.908333333,0,3.377819792,0.001656052,0,0,0,0,0,0
 03/24  02:00:00,-3.55,2.341666667,0,2.762137508,0.001557589,0,0,0,0,0,0
 03/24  03:00:00,-3.941666667,2.975,0,2.059241829,0.001521523,0,0,0,0,0,0
 03/24  04:00:00,-4.4,2.925,0,1.283231298,0.001561896,0,0,0,0,0,0
 03/24  05:00:00,-4.75,2.975,0,0.64524294,0.001558652,0,0,0,0,0,0
 03/24  06:00:00,-5,3.1,0,0.056906906,0.001641593,0,0,0,0,0,0
 03/24  07:00:00,-4.65,3.858333333,180.8333333,0.307756165,0.001694319,0,0,0,0,0,0
 03/24  08:00:00,-3.466666667,3.933333333,123.6666667,19.54378155,0.002060941,7704.093097,7770.398938,0,27763767.65,27973436.18,3110400
 03/24  09:00:00,-2.158333333,3.775,81.66666667,20.00015168,0.002321448,4521.965416,4280.857666,0,15202364.32,15411087.6,3110400
 03/24  10:00:00,-0.708333333,6.641666667,47.66666667,20.00145508,0.002505631,3336.711509,2985.656061,0,10582062.44,10748361.82,3110400
 03/24  11:00:00,1.283333333,5.683333333,81.66666667,20.00002049,0.002703795,2350.658772,1968.378418,0,6978843.018,7086162.307,3110400
 03/24  12:00:00,3.483333333,3.775,239.3333333,20.00000284,0.002940392,1431.450861,1121.785141,0,3978512.872,4038426.507,3110400
 03/24  13:00:00,5.391666667,4.191666667,430.8333333,20.00000058,0.003177873,662.8335115,452.3900038,0,1604121.421,1628604.014,3110400
 03/24  14:00:00,6.45,4.4,661.8333333,20.05656395,0.003424744,92.56113383,56.76674622,0,201232.2572,204360.2864,3110400
 03/24  15:00:00,8.625,5.216666667,512.0833333,21.62023159,0.003891999,0,0,0,0,0,3110400
 03/24  16:00:00,10.35,4.691666667,155.0833333,20.94223363,0.003643812,0,0,0,0,0,2073600
 03/24  17:00:00,10.89166667,3.9,283.8333333,21.26239379,0.003738605,0,0,0,0,0,2073600
 03/24  18:00:00,10.80833333,4.191666667,165.5,18.21771236,0.003664501,0,0,0,0,0,0
 03/24  19:00:00,9.9,4.4,10.22222222,16.25602351,0.00376061,0,0,0,0,0,0
 03/24  20:00:00,9.4,4.925,0,14.81376125,0.003974848,0,0,0,0,0,0
 03/24  21:00:00,9.4,5.941666667,0,13.95725296,0.004298395,0,0,0,0,0,0
 03/24  22:00:00,9.108333333,6.4,0,13.21967489,0.004527602,0,0,0,0,0,0
 03/24  23:00:00,8.258333333,5.758333333,0,12.37169235,0.004542286,0,0,0,0,0,0
 03/24  24:00:00,7.45,6.116666667,0,11.52348326,0.004029746,0,0,0,0,0,0
 03/25  01:00:00,6.558333333,6.175,0,10.68239494,0.003088341,0,0,0,0,0,0
 03/25  02:00:00,5.108333333,6.325,0,9.622086186,0.002846273,0,0,0,0,0,0
 03/25  03:00:00,4.108333333,6.7,0,8.645147221,0.002890892,0,0,0,0,0,0
 03/25  04:00:00,2.908333333,4.891666667,0,7.682084568,0.002963735,0,0,0,0,0,0
 03/25  05:00:00,1.908333333,3.308333333,0,6.715444399,0.002999036,0,0,0,0,0,0
 03/25  06:00:00,1.7,2.925,0,6.104042912,0.002964908,0,0,0,0,0,0
 03/25  07:00:00,1.7,2.8,44.5,5.911236043,0.00303521,0,0,0,0,0,0
 03/25  08:00:00,1.991666667,3.733333333,70.75,6.155459127,0.003046667,0,0,0,0,0,0
 03/25  09:00:00,2.841666667,3.641666667,76.25,6.853971214,0.003062193,0,0,0,0,0,0
 03/25  10:00:00,3.3,3.1,15.58333333,7.319948356,0.00306536,0,0,0,0,0,0
 03/25  11:00:00,3.941666667,3.391666667,7.333333333,7.807776814,0.003060557,0,0,0,0,0,0
 03/25  12:00:00,4.75,3.308333333,7.583333333,8.53689629,0.002997602,0,0,0,0,0,0
 03/25  13:00:00,5.35,3.391666667,5.833333333,9.27637185,0.002917579,0,0,0,0,0,0
 03/25  14:00:00,5.6,5.233333333,3.666666667,9.728718189,0.002873377,0,0,0,0,0,0
 03/25  15:00:00,5.25,5.233333333,28.58333333,9.777090443,0.002740414,0,0,0,0,0,0
 03/25  16:00:00,5,3.933333333,164.5,10.13732129,0.002637411,0,0,0,0,0,0
 03/25  17:00:00,5,3.133333333,242.0833333,10.66985534,0.002631659,0,0,0,0,0,0
 03/25  18:00:00,4.358333333,2.158333333,224.3333333,10.66537292,0.002635273,0,0,0,0,0,0
 03/25  19:00:00,3.55,1.991666667,15.11111111,9.530718737,0.002652258,0,0,0,0,0,0
 03/25  20:00:00,2.366666667,3.016666667,0,8.174032535,0.00256127,0,0,0,0,0,0
 03/25  21:00:00,1.7,4.591666667,0,7.111462519,0.002279377,0,0,0,0,0,0
 03/25  22:00:00,0.358333333,5.125,0,6.028555536,0.002098823,0,0,0,0,0,0
 03/25  23:00:00,-0.6,5.816666667,0,4.96195714,0.002038764,0,0,0,0,0,0
 03/25  24:00:00,-0.6,5.758333333,0,4.397410758,0.002014921,0,0,0,0,0,0
 03/26  01:00:00,-0.6,5.941666667,0,3.949990061,0.002034968,0,0,0,0,0,0
 03/26  02:00:00,-0.6,6.575,0,3.584788886,0.001975816,0,0,0,0,0,0
 03/26  03:00:00,-0.891666667,6.7,0,3.176902358,0.001983183,0,0,0,0,0,0
 03/26  04:00:00,-1.1,7.516666667,0,2.790136609,0.001999983,0,0,0,0,0,0
 03/26  05:00:00,-2.383333333,8.858333333,0,2.084017046,0.002168791,0,0,0,0,0,0
 03/26  06:00:00,-3.65,10.21666667,0,1.194606706,0.002388493,0,0,0,0,0,0
 03/26  07:00:00,-4.191666667,11.44166667,0,0.630726158,0.002363172,0,0,0,0,0,0
 03/26  08:00:00,-4.4,12.25,0,0.26634729,0.002269392,0,0,0,0,0,0
 03/26  09:00:00,-4.4,12.5,0,0.032615754,0.002247597,0,0,0,0,0,0
 03/26  10:00:00,-4.108333333,11.68333333,0,-0.078308778,0.002348986,0,0,0,0,0,0
 03/26  11:00:00,-2.908333333,10.63333333,0,0.247408546,0.00256528,0,0,0,0,0,0
 03/26  12:00:00,-1.266666667,9.308333333,0,0.938723304,0.00297861,0,0,0,0,0,0
 03/26  13:00:00,-0.25,5.683333333,0,1.54018073,0.003366635,0,0,0,0,0,0
 03/26  14:00:00,0,5.408333333,0,1.853537112,0.003552008,0,0,0,0,0,0
 03/26  15:00:00,0,4.891666667,0,1.980018454,0.003625823,0,0,0,0,0,0
 03/26  16:00:00,0.641666667,3.308333333,0,2.280234055,0.003786802,0,0,0,0,0,0
 03/26  17:00:00,1.1,5.491666667,0,2.663818525,0.003771258,0,0,0,0,0,0
 03/26  18:00:00,1.1,8.658333333,0,2.771734203,0.003467594,0,0,0,0,0,0
 03/26  19:00:00,0.808333333,9.525,0,2.688259252,0.003279201,0,0,0,0,0,0
 03/26  20:00:00,-0.1,8.291666667,0,2.287689087,0.003205342,0,0,0,0,0,0
 03/26  21:00:00,-0.891666667,9.425,0,1.829014564,0.002897432,0,0,0,0,0,0
 03/26  22:00:00,-2.383333333,9.983333333,0,1.121362579,0.002417686,0,0,0,0,0,0
 03/26  23:00:00,-3.65,8.933333333,0,0.304866762,0.002031773,0,0,0,0,0,0
 03/26  24:00:00,-4.191666667,9.066666667,0,-0.20781318,0.001768895,0,0,0,0,0,0
 03/27  01:00:00,-5.1,9.925,0,-0.82177192,0.001597738,0,0,0,0,0,0
 03/27  02:00:00,-5.891666667,10.3,0,-1.455006346,0.001451173,0,0,0,0,0,0
 03/27  03:00:00,-6.1,10.59166667,0,-1.84092194,0.001354077,0,0,0,0,0,0
 03/27  04:00:00,-6.741666667,10.975,0,-2.301043692,0.001349427,0,0,0,0,0,0
 03/27  05:00:00,-7.2,11.45,0,-2.771104731,0.001277354,0,0,0,0,0,0
 03/27  06:00:00,-7.55,11.81666667,4.083333333,-3.114627534,0.001118248,0,0,0,0,0,0
 03/27  07:00:00,-8.091666667,10.96666667,83.91666667,-3.221643648,0.001023256,0,0,0,0,0,0
 03/27  08:00:00,-8.3,10.59166667,343.6666667,19.07435955,0.001342522,9625.382332,12753.41535,0,45702626.74,45912295.26,3110400
 03/27  09:00:00,-8.3,10.15833333,730.25,20.00151221,0.001545642,5884.248261,9236.40038,0,33041372.84,33251041.37,3110400
 03/27  10:00:00,-7.658333333,10.86666667,711.1666667,20.00071362,0.001561808,4528.598892,6253.922296,0,22304451.74,22514120.27,3110400
 03/27  11:00:00,-6.266666667,11.81666667,382.1666667,20.00024025,0.001597294,3832.985717,4799.137178,0,17067225.31,17276893.84,3110400
 03/27  12:00:00,-4.9,11.9,663,20.00012672,0.001679581,3278.576715,3812.003761,0,13515625.07,13723213.54,3110400
 03/27  13:00:00,-3.758333333,11.43333333,905.75,20.00129627,0.001769796,2811.226607,3105.149224,0,11002562.8,11178537.21,3110400
 03/27  14:00:00,-2.658333333,10.63333333,967.75,20.00003116,0.0018868,2150.896983,2312.223538,0,8194078.885,8324004.739,3110400
 03/27  15:00:00,-1.908333333,9.95,867.0833333,20.00000876,0.001998577,1573.294774,1673.155218,0,5929909.997,6023358.785,3110400
 03/27  16:00:00,-1.35,10.86666667,736.5833333,20.00000902,0.001657743,2035.9164,2001.996515,0,7095866.868,7207187.454,2073600
 03/27  17:00:00,-1.1,10.35833333,668.0833333,20.00000744,0.001434315,1793.059979,1731.560757,0,6137535.528,6233618.724,2073600
 03/27  18:00:00,-1.45,7.825,368.1666667,13.73888823,0.001316739,0,0,0,0,0,0
 03/27  19:00:00,-2.341666667,6.991666667,22.83333333,10.3063414,0.001194712,0,0,0,0,0,0
 03/27  20:00:00,-3.441666667,5.916666667,0,7.744100039,0.001108499,0,0,0,0,0,0
 03/27  21:00:00,-4.541666667,5.466666667,0,5.764562425,0.001103902,0,0,0,0,0,0
 03/27  22:00:00,-5,6.15,0,4.263780861,0.001102502,0,0,0,0,0,0
 03/27  23:00:00,-5.35,5.583333333,0,3.085067876,0.00113961,0,0,0,0,0,0
 03/27  24:00:00,-5.891666667,4.358333333,0,1.971837116,0.001160523,0,0,0,0,0,0
 03/28  01:00:00,-6.741666667,3.433333333,0,0.85864541,0.00119572,0,0,0,0,0,0
 03/28  02:00:00,-7.2,3.1,0,-0.107662893,0.00121635,0,0,0,0,0,0
 03/28  03:00:00,-7.55,2.925,0,-0.89793736,0.001279882,0,0,0,0,0,0
 03/28  04:00:00,-7.8,2.975,0,-1.613160529,0.001375061,0,0,0,0,0,0
 03/28  05:00:00,-8.091666667,2.575,0,-2.237638338,0.001455017,0,0,0,0,0,0
 03/28  06:00:00,-8.3,2.55,26,-2.789646691,0.001406422,0,0,0,0,0,0
 03/28  07:00:00,-8.3,2.8,345.3333333,-2.248729372,0.001329244,0,0,0,0,0,0
 03/28  08:00:00,-7.366666667,2.45,651.6666667,19.17826089,0.001718048,8587.222932,10143.86332,0,36308239.43,36517907.96,3110400
 03/28  09:00:00,-5.066666667,2.55,685.5,20.00029274,0.002019652,4639.676015,5341.777099,0,19020729.03,19230397.56,3110400
 03/28  10:00:00,-3.258333333,2.975,493.0833333,20.00095822,0.002155363,3252.636518,3429.167906,0,12151707.15,12345004.46,3110400
 03/28  11:00:00,-1.808333333,3.566666667,641.4166667,20.00018908,0.002337356,2416.182219,2436.662889,0,8635477.21,8771986.402,3110400
 03/28  12:00:00,-0.458333333,3.725,351.25,20.00000748,0.002431208,1850.821891,1758.586371,0,6233812.185,6330910.936,3110400
 03/28  13:00:00,0.35,3.775,82.33333333,20.0000051,0.002569391,1456.686855,1347.752313,0,4777979.79,4851908.328,3110400
 03/28  14:00:00,0.6,5.008333333,42.58333333,20.00000431,0.00270966,1266.943955,1174.194315,0,4162834.689,4227099.535,3110400
 03/28  15:00:00,0.25,6.325,5.666666667,20.00000497,0.002679017,1346.822143,1271.206533,0,4506549.573,4576343.52,3110400
 03/28  16:00:00,0,6.525,0.166666667,20.00000902,0.002268194,2419.445737,2142.749158,0,7595935.319,7713896.968,2073600
 03/28  17:00:00,-0.641666667,6.575,0,20.00000968,0.002179466,2846.875529,2586.013302,0,9165252.5,9309647.888,2073600
 03/28  18:00:00,-1.741666667,6.991666667,0,10.46741653,0.00226735,0,0,0,0,0,0
 03/28  19:00:00,-2.55,7.725,0,7.483552576,0.002469888,0,0,0,0,0,0
 03/28  20:00:00,-2.45,9.383333333,0,6.104233041,0.002626992,0,0,0,0,0,0
 03/28  21:00:00,-1.908333333,9.775,0,5.318816048,0.002649158,0,0,0,0,0,0
 03/28  22:00:00,-1.35,10.21666667,0,4.79604779,0.002607744,0,0,0,0,0,0
 03/28  23:00:00,-0.808333333,9.225,0,4.453662725,0.002619615,0,0,0,0,0,0
 03/28  24:00:00,-0.891666667,5.65,0,4.025672511,0.002870462,0,0,0,0,0,0
 03/29  01:00:00,-0.808333333,4.191666667,0,3.644818933,0.003142803,0,0,0,0,0,0
 03/29  02:00:00,0.391666667,3.466666667,0,3.774373743,0.003508544,0,0,0,0,0,0
 03/29  03:00:00,1.1,3.266666667,0,3.949520135,0.003815203,0,0,0,0,0,0
 03/29  04:00:00,1.1,4.416666667,0,3.822489838,0.003708256,0,0,0,0,0,0
 03/29  05:00:00,1.1,4.183333333,0,3.693873317,0.003448946,0,0,0,0,0,0
